0.00000,0.00000,0.00000,0.00000,-0.00005,-0.00005,-0.00005,-0.00005
0.00000,0.00000,0.00000,0.00000,-0.00005,-0.00005,-0.00005,-0.00005
0.00000,0.00000,0.00000,0.00000,-0.00005,-0.00005,-0.00005,-0.00005
0.00000,0.00000,0.00000,0.00000,-0.00006,-0.00006,-0.00006,-0.00006
0.00000,0.00000,0.00000,0.00000,-0.00007,-0.00007,-0.00007,-0.00007
0.00000,0.00000,0.00000,0.00000,-0.00010,-0.00010,-0.00010,-0.00010
0.00000,0.00000,0.00000,0.00000,-0.00013,-0.00013,-0.00013,-0.00013
0.00000,0.00000,0.00000,0.00000,-0.00018,-0.00018,-0.00018,-0.00018
0.00000,0.00000,0.00000,0.00000,-0.00025,-0.00025,-0.00025,-0.00025
0.00000,0.00000,0.00000,0.00000,-0.00033,-0.00033,-0.00033,-0.00033
0.00000,0.00000,0.00000,0.00000,-0.00043,-0.00043,-0.00043,-0.00043
0.00000,0.00000,0.00000,0.00000,-0.00055,-0.00055,-0.00055,-0.00055
0.00000,0.00000,0.00000,0.00000,-0.00070,-0.00070,-0.00070,-0.00070
0.00000,0.00000,0.00000,0.00000,-0.00087,-0.00087,-0.00087,-0.00087
0.00000,0.00000,0.00000,0.00000,-0.00107,-0.00107,-0.00107,-0.00107
0.00000,0.00000,0.00000,0.00000,-0.00130,-0.00130,-0.00130,-0.00130
0.00000,0.00000,0.00000,0.00000,-0.00155,-0.00155,-0.00155,-0.00155
0.00000,0.00000,0.00000,0.00000,-0.00184,-0.00184,-0.00184,-0.00184
0.00000,0.00000,0.00000,0.00000,-0.00215,-0.00215,-0.00215,-0.00215
0.00000,0.00000,0.00000,0.00000,-0.00250,-0.00250,-0.00250,-0.00250
0.00000,0.00000,0.00000,0.00000,-0.00289,-0.00289,-0.00289,-0.00289
0.00000,0.00000,0.00000,0.00000,-0.00331,-0.00331,-0.00331,-0.00331
0.00000,0.00000,0.00000,0.00000,-0.00376,-0.00376,-0.00376,-0.00376
0.00000,0.00000,0.00000,0.00000,-0.00426,-0.00426,-0.00426,-0.00426
0.00000,0.00000,0.00000,0.00000,-0.00479,-0.00479,-0.00479,-0.00479
0.00000,0.00000,0.00000,0.00000,-0.00536,-0.00536,-0.00536,-0.00536
0.00000,0.00000,0.00000,0.00000,-0.00597,-0.00597,-0.00597,-0.00597
0.00000,0.00000,0.00000,0.00000,-0.00662,-0.00662,-0.00662,-0.00662
0.00000,0.00000,0.00000,0.00000,-0.00731,-0.00731,-0.00731,-0.00731
0.00000,0.00000,0.00000,0.00000,-0.00805,-0.00805,-0.00805,-0.00805
0.00000,0.00000,0.00000,0.00000,-0.00882,-0.00882,-0.00882,-0.00882
0.00000,0.00000,0.00000,0.00000,-0.00964,-0.00964,-0.00964,-0.00964
0.00000,0.00000,0.00000,0.00000,-0.01050,-0.01050,-0.01050,-0.01050
0.00000,0.00000,0.00000,0.00000,-0.01140,-0.01140,-0.01140,-0.01140
0.00000,0.00000,0.00000,0.00000,-0.01235,-0.01235,-0.01235,-0.01235
0.00000,0.00000,0.00000,0.00000,-0.01334,-0.01334,-0.01334,-0.01334
0.00000,0.00000,0.00000,0.00000,-0.01437,-0.01437,-0.01437,-0.01437
0.00000,0.00000,0.00000,0.00000,-0.01544,-0.01544,-0.01544,-0.01544
0.00000,0.00000,0.00000,0.00000,-0.01656,-0.01656,-0.01656,-0.01656
0.00000,0.00000,0.00000,0.00000,-0.01772,-0.01772,-0.01772,-0.01772
0.00000,0.00000,0.00000,0.00000,-0.01893,-0.01893,-0.01893,-0.01893
0.00000,0.00000,0.00000,0.00000,-0.02017,-0.02017,-0.02017,-0.02017
0.00000,0.00000,0.00000,0.00000,-0.02146,-0.02146,-0.02146,-0.02146
0.00000,0.00000,0.00000,0.00000,-0.02278,-0.02278,-0.02278,-0.02278
0.00000,0.00000,0.00000,0.00000,-0.02415,-0.02415,-0.02415,-0.02415
