-0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
-0.00000,-0.00000,0.02800,-0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
-0.00000,-0.00000,0.02800,-0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
0.00000,-0.00000,0.02800,-0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
-0.00000,-0.00000,0.02800,-0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02800,-0.00000,0.00000,0.00000
-0.00000,-0.00000,0.02800,-0.00000,0.00000,0.00000
-0.00000,-0.00000,0.02800,-0.00000,0.00000,0.00000
0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
0.00000,-0.00000,0.02800,-0.00000,-0.00000,0.00000
0.00000,-0.00000,0.02800,-0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02803,0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02803,0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02803,0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02803,0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02803,0.00000,-0.00000,-0.00000
0.00000,0.00000,0.02806,0.00000,-0.00000,-0.00000
-0.00000,0.00000,0.02806,0.00000,0.00000,-0.00000
-0.00000,0.00000,0.02806,0.00000,0.00000,-0.00000
-0.00000,0.00000,0.02809,0.00000,-0.00000,0.00000
0.00000,0.00000,0.02809,0.00000,-0.00000,0.00000
0.00000,0.00000,0.02809,0.00000,-0.00000,0.00000
0.00000,-0.00000,0.02813,-0.00000,0.00000,0.00000
0.00000,0.00000,0.02813,-0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02815,-0.00000,0.00000,0.00000
-0.00000,-0.00000,0.02815,-0.00000,-0.00000,0.00000
0.00000,0.00000,0.02819,0.00000,-0.00000,-0.00000
0.00000,-0.00000,0.02819,0.00000,-0.00000,0.00000
-0.00000,-0.00000,0.02822,-0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02822,-0.00000,0.00000,-0.00000
-0.00000,0.00000,0.02827,0.00000,0.00000,-0.00000
-0.00000,0.00000,0.02827,0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02831,-0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02831,-0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02836,0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02839,0.00000,0.00000,0.00000
-0.00000,0.00000,0.02842,0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02845,-0.00000,0.00000,0.00000
0.00000,-0.00000,0.02848,-0.00000,-0.00000,0.00000
0.00000,0.00000,0.02851,0.00000,-0.00000,0.00000
-0.00000,-0.00000,0.02854,0.00000,0.00000,-0.00000
-0.00000,-0.00000,0.02858,-0.00000,0.00000,0.00000
0.00000,-0.00000,0.02862,-0.00000,-0.00000,0.00000
-0.00000,-0.00000,0.02866,-0.00000,-0.00000,0.00000
0.00000,0.00000,0.02869,0.00000,0.00000,-0.00000
0.00000,-0.00000,0.02874,-0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02878,-0.00000,-0.00000,-0.00000
0.00000,0.00000,0.02882,0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02887,-0.00000,-0.00000,-0.00000
0.00000,-0.00000,0.02892,0.00000,-0.00000,0.00000
0.00000,0.00000,0.02897,0.00000,-0.00000,-0.00000
-0.00000,-0.00000,0.02902,-0.00000,0.00000,0.00000
-0.00000,-0.00000,0.02907,-0.00000,-0.00000,-0.00000
-0.00000,0.00000,0.02913,0.00000,0.00000,-0.00000
